attendance,endDate,eventID,name,roomNights,rooms,sqft,startDate,subDate,type,isBooked,baselinePrice,cost
150,42658,11408,Women's Empowerment Motivational Speaking Seminar,,"['Meeting Room C103', ' Room C101 Auditorium']",6523,42658,42250,MEET,1,,
600,42208,11415,Atlanta Independent School System Graduation,,"['Meeting Room A401', ' Meeting Room A402', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']",19553,42208,42194,GRAD,1,,
1176,42998,11459,McLeod Software 2017 User's Conference,2890,"['Exhibit Hall A1', ' Exhibit Hall A2', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315-A316', ' Meeting Room A401', ' Meeting Room A402-A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406-A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Sidney Marcus Auditorium']",1002499,42994,42409,MEET,1,,
1429,42779,11468,Abbey Carpet & Floor / Floors to Go,,"['Exhibit Hall A1', ' Meeting Room A307', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403']",1368111,42774,42467,CONV,1,,
25000,42643,11499,Microsoft Ignite,,"['Building A Registration Hall', ' Building B Registration Hall', ' Building C Entrance at Northside Drive', ' Building C Level 1 Concourse', ' Building C Lobby - North', ' Building C Lobby - South', ' Building C Registration Storage', ' East Plaza', ' Entire Park', ' Executive Boardroom', ' Exhibit Hall A1', ' Exhibit Halls A2-A3 Combined', ' Exhibit Halls B1-B5 Combined', ' Exhibit Halls C1-C4 Combined', ' Georgia Ballroom 1-3', ' International Blvd - GWCC', ' International Plaza', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C212', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4', ' West Plaza']",25239488,42639,42193,CONV,1,,
1000,43023,11502,2017 Susan G. Komen,,"['Exhibit Halls A2-A3 Combined', ' Marshalling Yard 3']",1785000,43021,42857,CHRTY,1,,
15624,42721,11505,Celebration Bowl,1,"['Marshalling Yard 2', "" Owner's Club"", ' Stadium', ' West Plaza']",528000,42721,42660,GAM,1,,
6500,42652,11577,Star City Games,75,"['Exhibit Halls B1-B2 Combined', ' Meeting Room B207', ' Meeting Room B208']",955510,42650,42216,PUB,1,,
19352,42623,11579,Electronic Dance Music Event,,"['Building A Level 4 Concourse', ' Exhibit Hall A3', ' Exhibit Halls A2-A3 Combined', ' Hall A3 Marshaling Yard', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A311-A312', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A313-A314', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A315-A316', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A402-A403', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A404-A405', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A406-A407', ' Meeting Room A407', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411']",1412283,42622,42619,CON,1,,
850,42889,11593,CFA Institute,1,"['Exhibit Hall A2', ' Exhibit Hall A3', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311']",302434,42888,42627,MEET,1,,
9000,42651,11612,Light the Night,1,"['All North Park', ' All South Park']",0,42651,42401,CHRTY,1,,
15000,42757,11649,Hot Chocolate 15/5K,,"['Entire Park', ' Exhibit Hall C1', ' Hall C1 Show Office']",413512,42757,42557,SPORT,1,,
8000,42631,11697,Aga Khan Foundation Walk,1,['All North Park'],0,42631,42458,CHRTY,1,,
8000,42658,11700,JDRF One Walk,1,['All North Park'],0,42658,42419,CHRTY,1,,
15000,42637,11702,Metro Atlanta Heart Walk,1,"['All North Park', ' Entire Park']",0,42637,42513,CHRTY,1,,
2500,42630,11705,Walk to Defeat ALS,1,['International Plaza'],283170,42630,42541,CHRTY,1,,
50000,43284,11706,Peachtree Road Race Expo,1,"['Exhibit Hall C1', ' Exhibit Hall C2']",830000,43283,43090,PUB,1,,
48000,43649,11707,Peachtree Road Race Expo,1,"['Exhibit Hall C1', ' Exhibit Hall C2', ' West Plaza']",823000,43648,43412,PUB,1,,
2200,42670,11724,2016 Honda Dealer Meeting,,"['Executive Boardroom', ' Exhibit Hall A1', ' Exhibit Hall A2', ' Exhibit Hall A3', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Sidney Marcus Auditorium']",3513019,42668,42465,MEET,1,,
5000,42576,11732,Nike Tournament of Champions,1,"['Building B-C Connector', ' Exhibit Halls B4-B5 Combined', ' Exhibit Halls C1-C3 Combined', ' Hall C1 Show Office', ' Hall C2 Show Office', ' Hall C3a Show Office', ' Hall C3b Show Office', ' Meeting Room C103', ' Meeting Room C104']",5578191,42574,42326,COMP,1,,
4500,42659,11786,Buddy Walk Atlanta,1,['Great Lawn North'],0,42659,42458,CHRTY,1,,
650,42666,11787,Walk for Parkinsons,1,['Southern Company Amphitheater'],0,42666,42458,CHRTY,1,,
500,42652,11809,The Black Women's Expo,,"['Building C Bus Lane', ' Building C Connector Overlook', ' Exhibit Hall C2', ' Hall C2 Show Office', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110']",675938,42650,42478,PUB,1,,
1300,42572,11838,Solution Tree,,"['Building A Level 4 Concourse', ' Building A Registration Hall', ' Building B Registration Hall', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer']",282092,42570,42269,MEET,1,,
27000,42588,11887,Praise in the Park,1,['All North Park'],0,42588,42478,CON,1,,
750,42621,11913,HR Star Conference,1,"['Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404-A405', ' Meeting Room A411-A412']",19186,42621,42297,CONF,1,,
1500,42277,11924,Wednesday WindDown,1,['Southern Company Amphitheater'],0,42277,42229,CON,1,,
890,42612,11941,Crime is Toast Breakfast,1,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4']",54382,42612,42339,ME,1,,
1500,42595,11950,Passport Experience Festival,,['Southern Company Amphitheater'],0,42595,42277,FEST,1,,
8020,42945,12008,Junior World Champions,1,"['Exhibit Hall A3', ' Exhibit Halls A1-A2 Combined', ' Exhibit Halls B1-B2 Combined', ' Meeting Room A306', ' Meeting Room A307']",3139017,42943,42326,COMP,1,,
7025,43310,12009,Nike Tournament of Champions,1,"['Exhibit Halls B1-B5 Combined', ' Meeting Room B205', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B401', ' Meeting Room B402']",6116229,43308,42326,COMP,1,,
300,42386,12028,Herbalife 2016 January Kickoff,,"['Thomas Murphy Ballroom 1', ' Thomas Murphy Ballroom 2-3', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Galleria']",86996,42385,42318,MEET,1,,
1500,42708,12067,Star City Games,,"['Exhibit Hall A2', ' Meeting Room A307']",263691,42706,42304,PUB,1,,
1500,42585,12072,2016 DoDIIS Worldwide,3,"['Building A Level 3 Concourse', ' Executive Boardroom', ' Exhibit Hall A1', ' Exhibit Hall A2', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406-A407', ' Meeting Room A408', ' Meeting Room A411', ' Meeting Room A412']",1795119,42582,42529,TS,1,,
12000,42718,12074,Georgia State University Commencement 2016,1,"['Building A Registration Hall', ' Exhibit Hall B4', ' Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Patio', ' Meeting Room A401', ' Meeting Room A402-A403', ' Meeting Room A404-A405', ' Meeting Room A412', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B401-B402', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",615436,42718,42669,GRAD,1,,
26000,42555,12091,4th of July Celebration,1,"['Entire Park', ' Exhibit Hall A3', ' Marshalling Yard 3']",271000,42555,42250,FEST,1,,
35000,42920,12092,4th of July Celebration,1,['Entire Park'],0,42920,42250,FEST,1,,
350,42650,12117,VMUG Regional User Group,,"['Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Thomas Murphy Ballroom 1-4']",98144,42648,42258,MEET,1,,
31310,42512,12144,Shaky Beats,,"['Entire Park', ' Park Operations Boardroom']",0,42510,42262,FEST,1,,
4000,42545,12151,American InterContinental University Graduation,,"['Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",53462,42545,42340,GRAD,1,,
750,42985,12179,HR Star Conference,1,"['Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404-A405', ' Meeting Room A411-A412']",19186,42985,42768,CONF,1,,
29988,42770,12187,Winter Jam,1,"['Arena East', ' Club Level Concourse', ' Club Level Entrance (Gate F)', ' Gate C', ' Gate D', ' Lower Level Concourse', ' Media Center 1-2', ' Meeting Rooms 1-2 Combined', ' Meeting Rooms 3-4 Combined', ' Reception Center', ' Upper Gate C', ' Upper Gate D', ' Upper Level Concourse', ' Visitor Locker Room']",0,42770,42662,CON,1,,
5654,42706,12264,2016 Federal Student Aid Training Conference,,"['Building A-B Registration Hall', ' Exhibit Hall A2', ' Exhibit Hall A3', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311-A312', ' Meeting Room A313-A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A404-A405', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B401-B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",2440125,42703,42405,CONV,1,,
5880,43434,12267,2018 Federal Student Aid Training Conference; US Dept of Education,14450,"['Building A Registration Hall', ' Building B Registration Hall', ' Exhibit Hall A2', ' Exhibit Hall A3', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311-A312', ' Meeting Room A313-A314', ' Meeting Room A315-A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404-A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411-A412', ' Meeting Room B401-B402', ' Meeting Room B403', ' Meeting Room B405-B407', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4']",2387513,43431,42360,CONV,1,,
1100,43013,12314,Four Pillar Tribute,1,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Patio', ' Meeting Room C301', ' Meeting Room C302']",81225,43013,42842,REC,1,,
1115,43377,12316,Four Pillar Tribute,1,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Patio', ' Meeting Room C301', ' Meeting Room C302']",124619,43376,43096,REC,1,,
492,42649,12327,Recruit Military Job Fair,,"['Club Landing C', ' Club Lounge North']",0,42649,42489,JF,1,,
900,42656,12328,Four Pillar Tribute,1,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Patio', ' Meeting Room C301', ' Meeting Room C302']",69116,42656,42438,REC,1,,
1600,42684,12344,The Atlanta Women's Foundation,1,"['Executive Boardroom', ' International Lounge', ' Meeting Room A402-A403', ' Thomas Murphy Ballroom 1-4']",74523,42684,42381,ME,1,,
44538,42491,12365,Beyonce - Formation World Tour,,"[""Owner's Club"", ' Stadium']",0,42491,42408,CON,1,,
200,42568,12376,1st Annual Miss Teen Dream USA National Pageant 2016,,"['Meeting Room A313-A314', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316']",12963,42566,42352,COMP,1,,
3000,42686,12421,Purple Stride Atlanta Walk,1,['Great Lawn South'],0,42686,42439,CHRTY,1,,
3000,42778,12448,Georgia Bridal & Wedding Expo,,['Exhibit Hall B1'],268500,42777,42318,PUB,1,,
1310,42671,12474,State of the Region Breakfast,,['Georgia Ballroom 1-3'],51444,42671,42494,ME,1,,
100,42686,12477,American Functional Medicine Association Conference,,['Meeting Room A411-A412'],45164,42684,42600,MEET,1,,
3300,42959,12480,Shaklee,,"['Exhibit Hall C1', ' Exhibit Hall C2', ' Exhibit Hall C3', ' Exhibit Hall C4', ' Exhibit Hall Meeting Room C111', ' Exhibit Hall Meeting Room C112', ' Exhibit Hall Meeting Room C113', ' Exhibit Hall Meeting Room C114', ' Georgia Ballroom 1', ' Georgia Ballroom 2', ' Georgia Ballroom 3', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202-C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208-C210', ' Meeting Room C211-C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium']",4019520,42956,42569,CONV,1,,
32000,43510,12545,2019 International Production and Processing Exposition,37108,"['A-B Connector Concourse', ' Blue Lot', ' Building A-B Registration Hall', ' Building B Connector Overlook', ' Building B-C Connector', ' Executive Boardroom', ' Exhibit Halls A1-A3 Combined', ' Exhibit Halls B1-B5 Combined', ' Exhibit Halls C1-C4 Combined', ' Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Patio', ' Hall C1 Show Office', ' Hall C2 Show Office', ' Hall C3a Show Office', ' Hall C3b Show Office', ' Hall C4 Show Office', ' International Lounge', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105-C106', ' Meeting Room C107', ' Meeting Room C108-C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202-C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208-C210', ' Meeting Room C211-C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",19234038,43508,42601,CONV,1,,
4000,42708,12558,CheerSport Grand Championships,200,['Exhibit Hall B2'],288000,42707,42656,COMP,1,,
800,42588,12589,The National Poetry Slam Finals,,"['Meeting Room A401', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']",17655,42588,42383,COMP,1,,
15000,42604,12598,Family Feud,,"['Exhibit Hall C3', ' Exhibit Hall C4', ' Hall C4 Show Office', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110']",10614798,42493,42383,FILM,1,,
13000,42694,12599,Heroes & Villains Fan Fest,,"['Building B-C Connector', ' Exhibit Hall B3', ' Exhibit Hall B4', ' Meeting Room C212', ' Meeting Room C213']",1369590,42693,42454,PUB,1,,
1000,42686,12609,Academy of Educational Excellence Awards,,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Patio']",37831,42686,42467,AWC,1,,
600,42676,12632,GSMA Mobility Live! - North America,,"['Building A Level 4 Concourse', ' Meeting Room A401', ' Meeting Room A402-A403', ' Meeting Room A404-A405', ' Meeting Room A406-A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A411-A412', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']",132744,42675,42551,MEET,1,,
4000,42875,12650,Georgia Piedmont Technical College,1,"['Meeting Room A305', ' Meeting Room A309', ' Meeting Room A310', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",114043,42875,42641,GRAD,1,,
2500,42363,12670,Hosea Feed The Hungry & Homeless,1,"['Building A-B Registration Hall', ' Thomas Murphy Ballroom 1-4']",160302,42363,42346,CHRTY,1,,
5000,42581,12672,APS Back-to-School Bash,,"['Exhibit Hall A3', ' Hall A3 Marshaling Yard', ' Meeting Room A309', ' Meeting Room A310']",212847,42580,42444,OTH,1,,
120,42444,12695,Salvation Army Boys & Girls Clubs of Greater Atlanta (JA),,['JA BizTown Pre-Function Area'],0,42444,42342,INT,1,,
1500,42806,12698,Starpower Competition,1,"['Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",170424,42804,42499,COMP,1,,
1272,43049,12725,Legacy of Excellence Awards,1,"['Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",61860,43049,42718,AWC,1,,
